Dataset,MLE,GeoMLE,MIND,DANCo,ESS,PCA,CD,Hein,Num,Dim,RealDim
199,Helix2d,2.7730946372994976,2.610279079566295,3.0,3.0,2.619286573673908,3.0,2.012340545654297,2.0,1000.0,3.0,2.0
200,Helix2d,2.7642278110164242,2.837349858015475,3.0,3.0,2.5302700039654997,3.0,2.041316270828247,2.0,1000.0,13.0,2.0
201,Helicoid,2.0997585807053416,2.448544326085143,2.0,2.0,1.8538392920739422,2.0,2.025667667388916,2.0,1000.0,3.0,2.0
202,Helicoid,2.1390071886251,2.1823334940690566,2.0,2.0,1.8293316748023385,2.0,2.081303358078003,2.0,1000.0,13.0,2.0
203,Roll,1.9604290633222048,2.1019471485267522,2.0,2.0,3.0122945166853317,3.0,2.1666781902313232,2.0,1000.0,3.0,2.0
204,Scurve,1.9224706201725523,2.077188638665669,2.0,2.0,2.2424626585212195,3.0,2.0462868213653564,2.0,1000.0,3.0,2.0
205,Scurve,1.9022132977908985,2.018732017042138,2.0,2.0,2.1304429082674194,3.0,2.0149590969085693,2.0,1000.0,13.0,2.0
206,Moebius,2.1135413045160507,1.2874377732198925,2.0,2.0,2.342089661341636,3.0,2.136927843093872,2.0,1000.0,3.0,2.0
207,Uniform,4.296554772557547,4.730808499767034,4.0,5.0,5.186705037120119,5.0,4.684560298919678,5.0,1000.0,10.0,5.0
208,Uniform,7.934937153664524,9.745164340514659,8.0,10.0,10.316362830692862,10.0,8.778005599975586,9.0,1000.0,15.0,10.0
209,Uniform,17.77109756523061,29.079563971510716,19.0,28.0,29.940022404405532,30.0,18.72682762145996,20.0,1000.0,35.0,30.0
210,Uniform,24.77916554965507,49.18888454015946,27.0,48.0,50.808491764264296,50.0,28.07532501220703,31.0,1000.0,55.0,50.0
211,Uniform,30.749608873952873,70.48417747570018,34.0,69.0,68.5684843958919,70.0,35.88089370727539,37.0,1000.0,75.0,70.0
212,Norm,13.727475007583292,20.0,15.0,20.0,19.807508551701602,20.0,13.407651901245117,14.0,1000.0,20.0,20.0
213,Norm,13.746038242684262,21.78654579923928,15.0,21.0,19.803831718036385,20.0,13.493841171264648,14.0,1000.0,50.0,20.0
214,Norm,24.65737637034985,50.0,27.0,48.0,49.64551839536654,50.0,24.586669921875,27.0,1000.0,50.0,50.0
215,Norm,24.4207163796607,52.65351157884262,27.0,46.0,50.1807859900549,50.0,24.598840713500977,26.0,1000.0,70.0,50.0
216,Paraboloid,2.7195869949816185,2.9869076385592823,3.0,3.0,1.7808182266171793,1.0,1.9875400066375732,2.0,1000.0,12.0,3.0
217,Paraboloid,4.202229159625442,6.030942591982147,5.0,5.0,1.4869463362863142,1.0,2.782615900039673,3.0,1000.0,21.0,6.0
218,Paraboloid,4.792555029830542,8.96791883873155,5.0,6.0,1.3105961489203772,1.0,2.8401753902435303,3.0,1000.0,30.0,9.0
219,Paraboloid,5.000605048852295,11.869149487847087,6.0,7.0,1.2254287655279303,1.0,2.9971063137054443,3.0,1000.0,39.0,12.0
220,Paraboloid,4.770436848309859,14.527720140105123,6.0,7.0,1.1720092677276557,1.0,3.2387290000915527,3.0,1000.0,48.0,15.0
221,Cubic,3.0508104873284037,3.090823741889757,3.0,4.0,3.985830816857926,4.0,3.0671699047088623,3.0,1000.0,5.0,3.0
222,Cubic,18.20354932657378,29.055497282906895,19.0,29.0,30.861704623423773,31.0,20.08237648010254,20.0,1000.0,35.0,30.0
223,Cubic,31.551327296660904,76.01814777358007,34.0,70.0,72.70194340592917,71.0,35.413360595703125,37.0,1000.0,90.0,70.0
