MLE,GeoMLE,MIND,DANCo,ESS,PCA,CD,Hein,noise
0,0.016786251001565444,0.013162429532947353,0.012667591943601071,0.010433447789732627,0.034352399063823785,0.033914982949080456,0.015942284024210985,0.015525458590994386,0.0
1,0.01687919209884618,0.01654902053178338,0.014907170336393955,0.014415849555723191,0.03437209556786778,0.033914982949080456,0.023925648534043345,0.03227758816919596,0.01
2,0.01806850218674539,0.017597103590411358,0.019422522355030336,0.02444709652042134,0.03444021658895642,0.03390779632250655,0.03844616440545855,0.05167986281501356,0.02
3,0.017946603032672547,0.019077650820485775,0.02495689003677085,0.0466412823330911,0.03448112750330485,0.03390044631747289,0.04901784072145023,0.06035550380377816,0.03
4,0.024617588322072326,0.023768443897595654,0.03376817827557156,0.058772859155880444,0.0343788304414568,0.033802376535056786,0.053939043586387056,0.06473765183093644,0.04
5,0.02717870747536773,0.029195453738735982,0.04416300798866952,0.06425572768800211,0.03442323951821275,0.03368143627100781,0.05972394736429639,0.06828282521016865,0.05
