Dataset,MLE,GeoMLE,MIND,DANCo,ESS,PCA,CD,Hein,Num,Dim,RealDim
36,Sphere,26.9603204475806,47.50751183563672,28.0,46.0,47.132264088381355,47.0,29.76064109802246,30.0,1000.0,100.0,46.0
37,Sphere,29.03459352824422,55.26302695199037,30.0,51.0,51.98598449701743,51.0,30.74010467529297,35.0,1000.0,100.0,50.0
38,Sphere,30.914269300539466,59.09826713318609,32.0,54.0,57.947872107704384,55.0,33.42763137817383,33.0,1000.0,100.0,54.0
39,Sphere,31.2807720486941,59.43907601517766,33.0,58.0,55.68732402556121,59.0,34.25183868408203,37.0,1000.0,100.0,58.0
40,Sphere,32.892419941784574,66.35755526402153,34.0,60.0,62.25861768958969,63.0,35.20021057128906,36.0,1000.0,100.0,62.0
41,Sphere,33.82060769463776,65.26129388290902,36.0,65.0,68.88596960000723,67.0,36.85706329345703,37.0,1000.0,100.0,66.0
42,Sphere,36.087959686997316,76.18337644165233,38.0,70.0,71.04859790504807,71.0,40.639617919921875,43.0,1000.0,100.0,70.0
43,Sphere,36.841005986552766,66.64660666296275,39.0,73.0,75.2113088293002,75.0,41.7512321472168,44.0,1000.0,100.0,74.0
44,Sphere,38.357099662322575,73.61740349417701,41.0,77.0,79.03667657951424,79.0,43.12177658081055,44.0,1000.0,100.0,78.0
45,Sphere,39.208453739616246,78.73882184454159,42.0,81.0,82.52034074828265,83.0,43.143211364746094,46.0,1000.0,100.0,82.0
46,Sphere,41.08261046568563,83.12692049724775,43.0,88.0,89.72896274874225,87.0,46.77901840209961,47.0,1000.0,100.0,86.0
47,Sphere,41.34417891622133,82.6369371459046,43.0,89.0,94.45591665483423,91.0,46.51396560668945,47.0,1000.0,100.0,90.0
48,Sphere,42.78721451202413,84.99359535925387,46.0,94.0,92.23433280871203,95.0,51.457210540771484,52.0,1000.0,100.0,94.0
49,Sphere,44.56599267217754,91.14618369511686,47.0,97.0,99.1874884189544,99.0,50.254878997802734,54.0,1000.0,100.0,98.0
50,Sphere,2.0001352057570085,1.9765839759937687,2.0,2.0,2.9692535226775654,3.0,2.1353235244750977,2.0,1000.0,100.0,2.0
51,Sphere,5.579529046701212,5.925145061660591,6.0,7.0,6.936935121310363,7.0,5.9548258781433105,6.0,1000.0,100.0,6.0
52,Sphere,8.885629257320934,10.465207681263644,9.0,11.0,11.053010219033839,11.0,8.990049362182617,9.0,1000.0,100.0,10.0
53,Sphere,11.598256619847659,14.604014450293587,12.0,14.0,14.773931154522518,15.0,12.439395904541016,13.0,1000.0,100.0,14.0
54,Sphere,13.949213674545536,17.528405673760464,14.0,18.0,19.09371722684544,19.0,13.549766540527344,15.0,1000.0,100.0,18.0
55,Sphere,16.27118297037142,23.51908852498157,17.0,22.0,22.526693847754075,23.0,18.240827560424805,17.0,1000.0,100.0,22.0
56,Sphere,18.689683560674457,26.935375381389537,20.0,28.0,26.357656801819978,27.0,20.583824157714844,22.0,1000.0,100.0,26.0
57,Sphere,20.67444080010852,31.056409412215885,21.0,31.0,30.78009943363385,31.0,22.659076690673828,22.0,1000.0,100.0,30.0
58,Sphere,21.72187847145398,35.68104782343897,22.0,33.0,35.13944698079683,35.0,23.220012664794922,24.0,1000.0,100.0,34.0
59,Sphere,24.570193130473793,43.32062671444885,26.0,38.0,38.51814430108386,39.0,27.594093322753906,28.0,1000.0,100.0,38.0
60,Sphere,26.034650292135698,44.91988302515124,28.0,43.0,43.06257093488774,43.0,28.977304458618164,31.0,1000.0,100.0,42.0
61,Sphere,27.502012041998324,46.563083671227155,29.0,46.0,47.74726878285894,47.0,31.716053009033203,32.0,1000.0,100.0,46.0
62,Sphere,28.948107092039763,55.18759362856737,30.0,51.0,49.43838639280558,51.0,32.541473388671875,32.0,1000.0,100.0,50.0
63,Sphere,30.45075654512636,57.80218028009377,32.0,54.0,55.65868653788158,55.0,33.61412048339844,35.0,1000.0,100.0,54.0
64,Sphere,32.1613718020735,59.72528561996457,34.0,59.0,61.05742466042075,59.0,36.85606384277344,37.0,1000.0,100.0,58.0
65,Sphere,33.16827990865765,62.82087514814318,35.0,61.0,62.757475280004805,63.0,38.229427337646484,38.0,1000.0,100.0,62.0
66,Sphere,34.596617609366874,66.24982263688172,37.0,68.0,69.2754320603826,67.0,40.07888412475586,40.0,1000.0,100.0,66.0
67,Sphere,35.760842687279954,72.92511611358324,38.0,71.0,69.58254167794988,71.0,41.80951690673828,44.0,1000.0,100.0,70.0
68,Sphere,36.79455997235016,73.97173454879548,39.0,74.0,75.8070562776606,75.0,44.50351333618164,44.0,1000.0,100.0,74.0
69,Sphere,37.71102932978382,74.78126314566957,39.0,77.0,79.68772982397876,79.0,39.61856460571289,41.0,1000.0,100.0,78.0
70,Sphere,39.652006062609054,81.10430195256548,42.0,82.0,81.46825282063826,83.0,44.311588287353516,47.0,1000.0,100.0,82.0
71,Sphere,40.608947780998804,80.40372913580283,43.0,86.0,88.76585736758011,87.0,44.3562126159668,50.0,1000.0,100.0,86.0
72,Sphere,41.77245550025916,90.45396839624873,44.0,89.0,92.26452581552175,91.0,47.474422454833984,50.0,1000.0,100.0,90.0
73,Sphere,43.400408815342345,91.02603553059373,46.0,96.0,96.19377690332131,95.0,51.99828338623047,50.0,1000.0,100.0,94.0
74,Sphere,44.98302871323616,95.75927785889206,47.0,99.0,101.26908366671539,99.0,48.47500228881836,51.0,1000.0,100.0,98.0
75,Sphere,2.007696939603352,2.0995971039614143,2.0,2.0,2.9934820521732983,3.0,1.9617655277252197,2.0,1000.0,100.0,2.0
76,Sphere,5.748067850876267,6.032741540205159,6.0,7.0,7.026259155290854,7.0,6.334265232086182,6.0,1000.0,100.0,6.0
77,Sphere,8.899478277748942,10.57185380203737,9.0,10.0,11.205085920088656,11.0,9.0264310836792,9.0,1000.0,100.0,10.0
78,Sphere,11.556061567876293,14.668273229943006,12.0,15.0,14.99086603175901,15.0,12.58391284942627,13.0,1000.0,100.0,14.0
79,Sphere,13.846941669479321,19.03887716027925,14.0,18.0,19.66686546987225,19.0,14.252365112304688,16.0,1000.0,100.0,18.0
80,Sphere,16.42610260726146,22.973204468352854,17.0,23.0,22.697727887073516,23.0,17.542285919189453,19.0,1000.0,100.0,22.0
81,Sphere,18.390841102635292,27.002284440444463,19.0,26.0,26.68001022910255,27.0,20.027429580688477,21.0,1000.0,100.0,26.0
82,Sphere,20.554995700049396,32.285307949471175,21.0,31.0,32.00974377717946,31.0,22.915977478027344,22.0,1000.0,100.0,30.0
83,Sphere,22.36368192956104,37.07879889208803,24.0,35.0,35.088380269595554,35.0,26.220430374145508,26.0,1000.0,100.0,34.0
84,Sphere,24.430374686379977,40.27511643708863,26.0,39.0,38.50412400982702,39.0,26.370119094848633,29.0,1000.0,100.0,38.0
85,Sphere,25.995482889567946,49.14336374942913,27.0,42.0,42.17053119745033,43.0,29.69071388244629,28.0,1000.0,100.0,42.0
86,Sphere,27.483528256363886,50.20309609368916,29.0,47.0,46.80928250742352,47.0,29.62141990661621,30.0,1000.0,100.0,46.0
87,Sphere,28.601788238590114,50.9772649209596,30.0,51.0,50.88010208050664,51.0,31.762434005737305,34.0,1000.0,100.0,50.0
88,Sphere,29.94965359870574,58.211366874489805,32.0,54.0,56.252171003983946,55.0,33.931209564208984,35.0,1000.0,100.0,54.0
