Dataset,MLE,GeoMLE,MIND,DANCo,ESS,PCA,CD,Hein,Num,Dim,RealDim
92,Helix2d,2.8309780774117965,3.3470116043776863,2.0,3.0,2.303094825646885,3.0,1.9562110900878906,2.0,1000.0,13.0,2.0
93,Helicoid,2.090858528034905,1.9769890674250805,2.0,2.0,2.2355722862328338,3.0,1.9997791051864624,2.0,1000.0,3.0,2.0
94,Helicoid,2.091271620847433,2.032356939099315,2.0,2.0,2.234688190939492,3.0,1.9299160242080688,2.0,1000.0,13.0,2.0
95,Roll,2.0375951247123694,1.8669134165594552,2.0,2.0,2.733390654946583,3.0,1.98904287815094,2.0,1000.0,3.0,2.0
96,Roll,2.0406428968987798,1.6203136447965056,2.0,2.0,2.748459106998617,3.0,2.123300790786743,2.0,1000.0,13.0,2.0
97,Scurve,2.018894450710143,1.9591847190937524,2.0,2.0,1.9757697484419317,3.0,1.967795968055725,2.0,1000.0,3.0,2.0
98,Scurve,2.0394855785893684,2.0409534634521336,2.0,2.0,1.973016339105969,3.0,1.965282917022705,2.0,1000.0,13.0,2.0
99,Moebius,2.0688640988572558,1.956996043908811,2.0,2.0,2.062364689679282,2.0,1.998818039894104,2.0,1000.0,3.0,2.0
100,Paraboloid,2.797603254193612,2.9111866189698143,3.0,4.0,1.7996777902245769,1.0,2.2470877170562744,2.0,1000.0,12.0,3.0
101,Paraboloid,4.719531399533175,5.765130794951456,5.0,7.0,1.462894527735263,1.0,2.571855306625366,2.0,1000.0,21.0,6.0
102,Paraboloid,5.883909944983074,8.75177599169594,6.0,8.0,1.307882980725593,1.0,2.7569823265075684,3.0,1000.0,30.0,9.0
103,Paraboloid,6.674222494664453,12.461056178417257,7.0,8.0,1.2243603193075003,1.0,2.694888114929199,3.0,1000.0,39.0,12.0
104,Paraboloid,7.072726385460186,14.11286781134407,8.0,9.0,1.1656043337861082,1.0,3.125192642211914,3.0,1000.0,48.0,15.0
105,Cubic,3.0438193501557866,3.110695696552331,3.0,4.0,3.8954329749462047,4.0,2.7367589473724365,3.0,1000.0,5.0,3.0
106,Cubic,20.253005940282787,31.22928949297475,21.0,33.0,30.785484475117954,31.0,20.103364944458008,21.0,1000.0,35.0,30.0
107,Cubic,34.23355594828238,74.22503798452055,36.0,79.0,69.25234785051897,71.0,32.58235549926758,34.0,1000.0,90.0,70.0
108,Sphere,2.9916814026307077,3.047058949080859,3.0,3.0,4.011212661848823,4.0,2.8308277130126953,3.0,1000.0,5.0,3.0
109,Sphere,4.581922001612302,4.701541140990317,5.0,6.0,5.918809182787733,6.0,4.706301689147949,5.0,1000.0,10.0,5.0
110,Sphere,8.136443342015072,9.085123691212445,8.0,10.0,11.305816719168746,11.0,8.87562370300293,9.0,1000.0,15.0,10.0
111,Sphere,19.594033158684315,28.516273918587782,20.0,29.0,30.79881303028232,31.0,20.371749877929688,21.0,1000.0,35.0,30.0
112,Sphere,28.327145750878937,51.63198441938035,30.0,50.0,50.583098795592136,51.0,30.521337509155273,31.0,1000.0,55.0,50.0
