Dataset,MLE,GeoMLE,MIND,DANCo,ESS,PCA,CD,Hein,Num,Dim,RealDim
0,Sphere,0.31080055236816406,3.005068302154541,0.016932964324951172,2.248356580734253,0.24927949905395508,0.0006802082061767578,0.03919029235839844,0.03899693489074707,1000.0,6.0,5.0
1,Sphere,0.31698107719421387,3.142317533493042,0.05457162857055664,3.8021464347839355,0.25124049186706543,0.0011610984802246094,0.08618879318237305,0.08373451232910156,1000.0,11.0,10.0
2,Sphere,0.3244295120239258,3.2832186222076416,0.06795883178710938,5.578692197799683,0.2523794174194336,0.0017919540405273438,0.10472583770751953,0.09680867195129395,1000.0,16.0,15.0
3,Sphere,0.3351871967315674,3.4355099201202393,0.07551097869873047,7.57784104347229,0.27055883407592773,0.002716541290283203,0.1087186336517334,0.10589265823364258,1000.0,21.0,20.0
4,Sphere,0.3390836715698242,3.5601091384887695,0.07930684089660645,9.541308641433716,0.2633626461029053,0.0037975311279296875,0.1232156753540039,0.11827397346496582,1000.0,26.0,25.0
5,Sphere,0.35286641120910645,3.7482190132141113,0.08651542663574219,11.760555267333984,0.26926112174987793,0.004829883575439453,0.12985968589782715,0.1280684471130371,1000.0,31.0,30.0
6,Sphere,0.3525714874267578,3.8462493419647217,0.08753228187561035,14.289153099060059,0.26911497116088867,0.006209135055541992,0.13988876342773438,0.13842153549194336,1000.0,36.0,35.0
7,Sphere,0.35443735122680664,3.8759255409240723,0.09292101860046387,16.255608081817627,0.2730274200439453,0.007475137710571289,0.15039515495300293,0.14806222915649414,1000.0,41.0,40.0
8,Sphere,0.35837697982788086,3.968024969100952,0.09816694259643555,18.634369373321533,0.2794497013092041,0.009238719940185547,0.1642146110534668,0.1567220687866211,1000.0,46.0,45.0
9,Sphere,0.36635518074035645,4.121006011962891,0.10431718826293945,21.070672512054443,0.2784996032714844,0.011690616607666016,0.1678178310394287,0.17590045928955078,1000.0,51.0,50.0
10,Sphere,0.3686332702636719,4.2331178188323975,0.10951352119445801,23.559617280960083,0.27729201316833496,0.014432907104492188,0.18092608451843262,0.17548155784606934,1000.0,56.0,55.0
11,Sphere,0.3776364326477051,4.308818340301514,0.1153867244720459,26.113816499710083,0.2851388454437256,0.01634693145751953,0.18946075439453125,0.18944787979125977,1000.0,61.0,60.0
12,Sphere,0.3983469009399414,4.593863248825073,0.11774992942810059,28.625319957733154,0.2940552234649658,0.01987743377685547,0.20075631141662598,0.20162415504455566,1000.0,66.0,65.0
13,Sphere,0.3990616798400879,4.668178558349609,0.12428641319274902,31.79200029373169,0.3150978088378906,0.020737648010253906,0.2094268798828125,0.2048320770263672,1000.0,71.0,70.0
14,Sphere,0.40581583976745605,4.844732999801636,0.1384265422821045,34.277841567993164,0.2870304584503174,0.024875640869140625,0.21680188179016113,0.2255237102508545,1000.0,76.0,75.0
15,Sphere,0.4291818141937256,4.989569425582886,0.1430666446685791,37.420743227005005,0.2899336814880371,0.026580333709716797,0.24000191688537598,0.22385382652282715,1000.0,81.0,80.0
16,Sphere,0.4174494743347168,5.003858327865601,0.1515810489654541,40.87708616256714,0.2872147560119629,0.03127264976501465,0.23671817779541016,0.2364494800567627,1000.0,86.0,85.0
17,Sphere,0.44237470626831055,5.205144166946411,0.17443442344665527,43.96210694313049,0.2926061153411865,0.035996437072753906,0.2502009868621826,0.2506370544433594,1000.0,91.0,90.0
18,Sphere,0.45945119857788086,5.307601690292358,0.1664752960205078,47.3755886554718,0.29648828506469727,0.03927183151245117,0.25713109970092773,0.2561328411102295,1000.0,96.0,95.0
19,Sphere,0.44687771797180176,5.248030662536621,0.17848515510559082,49.52815103530884,0.2956664562225342,0.0436406135559082,0.266463041305542,0.26435208320617676,1000.0,101.0,100.0
20,Sphere,0.33348584175109863,3.2026402950286865,0.018378496170043945,2.0335967540740967,0.2617771625518799,0.0006234645843505859,0.04133129119873047,0.04131031036376953,1000.0,6.0,5.0
21,Sphere,0.33520030975341797,3.4622743129730225,0.06342935562133789,3.8325352668762207,0.26168131828308105,0.0010483264923095703,0.0868995189666748,0.0865323543548584,1000.0,11.0,10.0
22,Sphere,0.3401145935058594,3.5262792110443115,0.0826256275177002,5.680963516235352,0.2635364532470703,0.0018336772918701172,0.09872961044311523,0.0967261791229248,1000.0,16.0,15.0
23,Sphere,0.3506584167480469,3.606703281402588,0.07210564613342285,7.664198875427246,0.2650134563446045,0.002717256546020508,0.10878348350524902,0.10589718818664551,1000.0,21.0,20.0
24,Sphere,0.35692477226257324,3.879018545150757,0.08932042121887207,9.800969123840332,0.27150654792785645,0.0037446022033691406,0.13009977340698242,0.12085080146789551,1000.0,26.0,25.0
25,Sphere,0.358734130859375,4.02171516418457,0.09346580505371094,12.090141296386719,0.2640204429626465,0.00505375862121582,0.13676095008850098,0.12728309631347656,1000.0,31.0,30.0
26,Sphere,0.37272000312805176,3.9354562759399414,0.10163259506225586,14.451970100402832,0.3164026737213135,0.006213665008544922,0.14735746383666992,0.1384410858154297,1000.0,36.0,35.0
27,Sphere,0.3647754192352295,4.090153455734253,0.11235809326171875,16.699392795562744,0.30585789680480957,0.0075528621673583984,0.15151119232177734,0.15009045600891113,1000.0,41.0,40.0
28,Sphere,0.373659610748291,4.218658447265625,0.10318517684936523,19.279152631759644,0.27269697189331055,0.01006174087524414,0.1651761531829834,0.15681052207946777,1000.0,46.0,45.0
29,Sphere,0.38284873962402344,4.422505855560303,0.11598873138427734,21.686086416244507,0.31179189682006836,0.011609554290771484,0.16787242889404297,0.1678767204284668,1000.0,51.0,50.0
30,Sphere,0.3957855701446533,4.455902099609375,0.12970781326293945,24.433594942092896,0.2800455093383789,0.013663530349731445,0.18004846572875977,0.17986321449279785,1000.0,56.0,55.0
31,Sphere,0.39655542373657227,4.577418088912964,0.1291179656982422,26.758119583129883,0.28054308891296387,0.01639103889465332,0.18918609619140625,0.1880636215209961,1000.0,61.0,60.0
32,Sphere,0.394334077835083,4.73090386390686,0.14635992050170898,29.921294689178467,0.28821730613708496,0.0189971923828125,0.20106244087219238,0.19799470901489258,1000.0,66.0,65.0
33,Sphere,0.41339802742004395,4.9028730392456055,0.1493546962738037,32.921573877334595,0.32521581649780273,0.020519495010375977,0.20755577087402344,0.20982694625854492,1000.0,71.0,70.0
34,Sphere,0.41991233825683594,4.904379606246948,0.14914298057556152,35.37643504142761,0.2902216911315918,0.0251312255859375,0.2278430461883545,0.21115684509277344,1000.0,76.0,75.0
35,Sphere,0.4370124340057373,5.079007863998413,0.18216347694396973,38.22928738594055,0.29891419410705566,0.028512001037597656,0.23658084869384766,0.22673702239990234,1000.0,81.0,80.0
36,Sphere,0.4150886535644531,5.0722973346710205,0.16405677795410156,41.217490434646606,0.2912325859069824,0.03164339065551758,0.23976469039916992,0.22853899002075195,1000.0,86.0,85.0
37,Sphere,0.42334651947021484,5.108760595321655,0.16889238357543945,44.12303876876831,0.2941412925720215,0.03331589698791504,0.23922944068908691,0.25031161308288574,1000.0,91.0,90.0
38,Sphere,0.4606444835662842,5.370347738265991,0.18621826171875,48.5821316242218,0.2935330867767334,0.03996539115905762,0.2589113712310791,0.26584410667419434,1000.0,96.0,95.0
39,Sphere,0.4577300548553467,5.237942695617676,0.19025492668151855,50.70266938209534,0.29691481590270996,0.04324960708618164,0.26992344856262207,0.26593661308288574,1000.0,101.0,100.0
40,Sphere,0.3611290454864502,3.3481907844543457,0.018698692321777344,2.0526719093322754,0.2510802745819092,0.0006895065307617188,0.04961395263671875,0.040314674377441406,1000.0,6.0,5.0
41,Sphere,0.3390991687774658,3.4549405574798584,0.06873822212219238,3.895094633102417,0.27365565299987793,0.0012655258178710938,0.08891677856445312,0.08623838424682617,1000.0,11.0,10.0
42,Sphere,0.34603238105773926,3.553565263748169,0.07879018783569336,6.09455680847168,0.25561046600341797,0.0018663406372070312,0.10110163688659668,0.10018110275268555,1000.0,16.0,15.0
43,Sphere,0.3673593997955322,3.8049488067626953,0.07280468940734863,7.819630146026611,0.2770369052886963,0.0026788711547851562,0.11351251602172852,0.11517477035522461,1000.0,21.0,20.0
44,Sphere,0.36134815216064453,3.840632438659668,0.09696388244628906,10.261466264724731,0.27102041244506836,0.003641843795776367,0.12061381340026855,0.12317943572998047,1000.0,26.0,25.0
45,Sphere,0.37882208824157715,4.019644260406494,0.10235023498535156,12.281995296478271,0.26981043815612793,0.004880428314208984,0.14529180526733398,0.12728428840637207,1000.0,31.0,30.0
46,Sphere,0.37039852142333984,4.0916736125946045,0.11148190498352051,14.640240907669067,0.28302741050720215,0.006572723388671875,0.14386558532714844,0.14322495460510254,1000.0,36.0,35.0
47,Sphere,0.37792205810546875,4.16762638092041,0.10765719413757324,17.00851273536682,0.2715282440185547,0.007986307144165039,0.15503382682800293,0.14702677726745605,1000.0,41.0,40.0
48,Sphere,0.3837416172027588,4.301503896713257,0.10492229461669922,19.610004901885986,0.28127121925354004,0.009575843811035156,0.1551194190979004,0.1561877727508545,1000.0,46.0,45.0
49,Sphere,0.3981785774230957,4.595235824584961,0.1309971809387207,22.239688396453857,0.32341480255126953,0.011236429214477539,0.18442463874816895,0.1880788803100586,1000.0,51.0,50.0
50,Sphere,0.39789676666259766,4.52955174446106,0.13309264183044434,24.71856188774109,0.28513193130493164,0.013856649398803711,0.17970943450927734,0.19112515449523926,1000.0,56.0,55.0
51,Sphere,0.3988151550292969,4.600727319717407,0.14119553565979004,27.43246579170227,0.28404831886291504,0.015056610107421875,0.19021248817443848,0.18950629234313965,1000.0,61.0,60.0
52,Sphere,0.4086318016052246,4.720979452133179,0.14607644081115723,30.399953603744507,0.32134151458740234,0.01885533332824707,0.19715523719787598,0.2008819580078125,1000.0,66.0,65.0
53,Sphere,0.41821861267089844,4.752714395523071,0.16685128211975098,32.70202589035034,0.28761887550354004,0.022634267807006836,0.2089996337890625,0.20225119590759277,1000.0,71.0,70.0
54,Sphere,0.41998934745788574,4.861675977706909,0.16465377807617188,35.64556884765625,0.3214292526245117,0.023595094680786133,0.21943044662475586,0.2110912799835205,1000.0,76.0,75.0
55,Sphere,0.4324514865875244,5.0532543659210205,0.15356755256652832,38.496237993240356,0.29060959815979004,0.02914881706237793,0.22983217239379883,0.223616361618042,1000.0,81.0,80.0
56,Sphere,0.4227452278137207,5.032996654510498,0.15958452224731445,41.52498769760132,0.32665348052978516,0.03041243553161621,0.2431013584136963,0.2357645034790039,1000.0,86.0,85.0
57,Sphere,0.45964741706848145,5.144147634506226,0.18183422088623047,45.90389633178711,0.29355835914611816,0.035228729248046875,0.24744343757629395,0.24161648750305176,1000.0,91.0,90.0
58,Sphere,0.4472031593322754,5.2048938274383545,0.18759512901306152,48.22986841201782,0.3297576904296875,0.037575721740722656,0.25624513626098633,0.24913501739501953,1000.0,96.0,95.0
59,Sphere,0.4619455337524414,5.48983097076416,0.2100679874420166,51.72002840042114,0.30141282081604004,0.044656991958618164,0.2626805305480957,0.2662968635559082,1000.0,101.0,100.0
60,Sphere,0.3427772521972656,3.389008045196533,0.02146601676940918,2.094775438308716,0.2539632320404053,0.0006680488586425781,0.040663719177246094,0.03974413871765137,1000.0,6.0,5.0
61,Sphere,0.3450474739074707,3.427116632461548,0.07008624076843262,3.885216474533081,0.2648484706878662,0.0010492801666259766,0.08813309669494629,0.09431886672973633,1000.0,11.0,10.0
62,Sphere,0.37090516090393066,3.5685606002807617,0.08295583724975586,5.782405376434326,0.26449036598205566,0.0018050670623779297,0.10355663299560547,0.10858321189880371,1000.0,16.0,15.0
63,Sphere,0.3595001697540283,3.6975278854370117,0.10437560081481934,7.961820602416992,0.26468491554260254,0.0026564598083496094,0.11770009994506836,0.11671590805053711,1000.0,21.0,20.0
64,Sphere,0.36466360092163086,3.8735971450805664,0.1030435562133789,10.083134651184082,0.2729604244232178,0.0035905838012695312,0.13636016845703125,0.12171244621276855,1000.0,26.0,25.0
65,Sphere,0.3748047351837158,3.9760913848876953,0.0955965518951416,12.25155758857727,0.27411651611328125,0.004891633987426758,0.13244271278381348,0.12653899192810059,1000.0,31.0,30.0
66,Sphere,0.37880444526672363,4.141164779663086,0.1137533187866211,14.733994722366333,0.2813398838043213,0.005451202392578125,0.13842010498046875,0.1418297290802002,1000.0,36.0,35.0
67,Sphere,0.3861672878265381,4.270762920379639,0.10663628578186035,16.88352656364441,0.2855229377746582,0.008158445358276367,0.15221333503723145,0.14838528633117676,1000.0,41.0,40.0
68,Sphere,0.3861384391784668,4.289041519165039,0.1419355869293213,19.253493309020996,0.27912259101867676,0.009490013122558594,0.16835260391235352,0.1658785343170166,1000.0,46.0,45.0
69,Sphere,0.39986371994018555,4.407087326049805,0.13295388221740723,22.41554594039917,0.2861974239349365,0.012221097946166992,0.18033289909362793,0.17123889923095703,1000.0,51.0,50.0
70,Sphere,0.3966653347015381,4.4808878898620605,0.13804841041564941,24.911458015441895,0.29227614402770996,0.013847112655639648,0.1845090389251709,0.17771530151367188,1000.0,56.0,55.0
71,Sphere,0.3980369567871094,4.663546085357666,0.15023398399353027,27.79190492630005,0.3086082935333252,0.015453577041625977,0.18893170356750488,0.18989276885986328,1000.0,61.0,60.0
72,Sphere,0.40304017066955566,4.6812779903411865,0.1514289379119873,30.269395351409912,0.2908799648284912,0.018520832061767578,0.20081615447998047,0.19983816146850586,1000.0,66.0,65.0
73,Sphere,0.42781758308410645,4.822321891784668,0.15330934524536133,32.96546530723572,0.3207132816314697,0.020804405212402344,0.21927547454833984,0.21170544624328613,1000.0,71.0,70.0
74,Sphere,0.42490100860595703,4.903260946273804,0.15975570678710938,35.41217851638794,0.2867588996887207,0.024036884307861328,0.22263216972351074,0.2131335735321045,1000.0,76.0,75.0
75,Sphere,0.43489909172058105,4.974416732788086,0.18606781959533691,39.59831786155701,0.2985384464263916,0.028616666793823242,0.2255105972290039,0.2242136001586914,1000.0,81.0,80.0
76,Sphere,0.4216797351837158,5.140469551086426,0.1669464111328125,42.157111406326294,0.3022899627685547,0.033350229263305664,0.2370893955230713,0.23227405548095703,1000.0,86.0,85.0
77,Sphere,0.4321880340576172,5.042758226394653,0.18839001655578613,44.8644802570343,0.2939026355743408,0.03794074058532715,0.24163389205932617,0.2403862476348877,1000.0,91.0,90.0
78,Sphere,0.47546982765197754,5.384227275848389,0.20522689819335938,48.27747631072998,0.2943136692047119,0.04766678810119629,0.25237154960632324,0.25453615188598633,1000.0,96.0,95.0
79,Sphere,0.45065736770629883,5.432961463928223,0.1891920566558838,50.930379152297974,0.3262038230895996,0.04292917251586914,0.2645094394683838,0.2612638473510742,1000.0,101.0,100.0
80,Sphere,0.34357357025146484,3.2854294776916504,0.020845651626586914,2.1134226322174072,0.28643226623535156,0.0006949901580810547,0.0465240478515625,0.039571285247802734,1000.0,6.0,5.0
81,Sphere,0.3653075695037842,3.432300567626953,0.05999135971069336,4.142560243606567,0.27597618103027344,0.0011446475982666016,0.10179924964904785,0.0886240005493164,1000.0,11.0,10.0
82,Sphere,0.3491384983062744,3.542828321456909,0.09012961387634277,5.823751211166382,0.2687861919403076,0.0019118785858154297,0.1008002758026123,0.10746526718139648,1000.0,16.0,15.0
83,Sphere,0.3693063259124756,3.7307498455047607,0.1004338264465332,8.132935762405396,0.26426029205322266,0.0026924610137939453,0.12426257133483887,0.12054634094238281,1000.0,21.0,20.0
84,Sphere,0.37166881561279297,3.892035722732544,0.10730338096618652,10.531836748123169,0.2736234664916992,0.0036041736602783203,0.12235331535339355,0.1220095157623291,1000.0,26.0,25.0
85,Sphere,0.387279748916626,4.045409679412842,0.09957003593444824,12.683809280395508,0.2704746723175049,0.004801034927368164,0.13186073303222656,0.13077116012573242,1000.0,31.0,30.0
86,Sphere,0.3846466541290283,4.036414861679077,0.10885763168334961,15.065473318099976,0.28127264976501465,0.006194591522216797,0.14217138290405273,0.13895559310913086,1000.0,36.0,35.0
87,Sphere,0.3720731735229492,4.118184328079224,0.12085103988647461,17.269811391830444,0.28697919845581055,0.007914304733276367,0.14737653732299805,0.1553177833557129,1000.0,41.0,40.0
88,Sphere,0.38611626625061035,4.287724018096924,0.1271533966064453,19.767613410949707,0.31190061569213867,0.009612560272216797,0.16038060188293457,0.1660315990447998,1000.0,46.0,45.0
89,Sphere,0.4181478023529053,4.458322525024414,0.1375727653503418,22.672004461288452,0.2816028594970703,0.01229715347290039,0.17163968086242676,0.17143869400024414,1000.0,51.0,50.0
90,Sphere,0.4093449115753174,4.514937162399292,0.14118695259094238,24.947528839111328,0.28861236572265625,0.013911724090576172,0.1808454990386963,0.1881275177001953,1000.0,56.0,55.0
91,Sphere,0.41377997398376465,4.641178607940674,0.14339947700500488,27.14804196357727,0.281083345413208,0.0160214900970459,0.18772101402282715,0.1922318935394287,1000.0,61.0,60.0
