MLE,GeoMLE,MIND,DANCo,ESS,PCA,CD,Hein,noise
0,0.2687622574955908,0.13158765432098765,0.24680035273368603,0.16593544973544974,0.38375308641975303,0.4237954144620811,0.19084726631393298,0.18027865961199294,0.0
1,0.2687622574955908,0.1271710758377425,0.263921340388007,0.20445396825396825,0.38101022927689593,0.4237954144620811,0.23428924162257495,0.2783611992945326,0.01
2,0.2673590828924162,0.17137425044091711,0.2853492063492063,0.22751746031746034,0.38228218694885363,0.4260176366843033,0.3288991181657848,0.3663767195767196,0.02
3,0.26665214002267573,0.16520727040816327,0.29264774659863946,0.26219281462585037,0.3813081065759637,0.42531533446712017,0.394094387755102,0.43648171768707483,0.03
4,0.31538342151675486,0.2246652557319224,0.33233650793650793,0.30844514991181654,0.3856514991181657,0.42790970017636687,0.43354497354497357,0.5092550264550265,0.04
5,0.3193082892416226,0.27636261022927694,0.3899746031746032,0.3582589065255732,0.3863753086419753,0.4309911816578483,0.4826712522045855,0.5348239858906526,0.05
