Dataset,MLE,GeoMLE,MIND,DANCo,ESS,PCA,CD,Hein,Num,Dim,RealDim
43,Cubic,19.81977423424125,30.183367381002885,21.0,33.0,31.100142721252624,31.0,19.901464462280273,23.0,1000.0,35.0,30.0
44,Cubic,34.42680327628001,72.05002237651854,36.0,76.0,74.24187594167599,71.0,35.0539665222168,37.0,1000.0,90.0,70.0
45,Sphere,3.004777842919469,3.006989268457347,3.0,3.0,3.978396310460944,4.0,3.045976161956787,3.0,1000.0,5.0,3.0
46,Sphere,4.848510594141698,4.97957103781825,5.0,6.0,6.033976039369077,6.0,4.716269493103027,5.0,1000.0,10.0,5.0
47,Sphere,8.659186923832523,9.40277711728806,9.0,11.0,11.296089158287696,11.0,8.691807746887207,9.0,1000.0,15.0,10.0
48,Sphere,20.59275956095539,32.18226157940557,22.0,31.0,30.371476061636635,31.0,23.34067153930664,24.0,1000.0,35.0,30.0
49,Sphere,28.95736038292717,51.77458630750165,31.0,50.0,50.88887087656677,51.0,33.202762603759766,34.0,1000.0,55.0,50.0
50,Sphere,36.26311783651765,73.1842169493986,38.0,70.0,70.39878850068678,71.0,43.22435760498047,41.0,1000.0,75.0,70.0
51,Affine_3to5,2.8638980364864395,3.1918957180027645,3.0,3.0,2.5912306948994863,3.0,2.8482167720794678,3.0,1000.0,5.0,3.0
52,Affine,4.546901116403637,5.0,5.0,5.0,4.927081079602737,5.0,4.7282514572143555,5.0,1000.0,5.0,5.0
53,Affine,8.028805766030786,9.184045730990839,8.0,10.0,10.126468962095824,10.0,8.503384590148926,9.0,1000.0,10.0,10.0
54,Affine,13.953617222106633,19.005594760463477,14.0,19.0,19.960163436132277,20.0,14.297049522399902,15.0,1000.0,20.0,20.0
55,Nonlinear_4to6,3.799136474298605,4.017369942976107,4.0,5.0,3.0961191082741464,5.0,3.8864126205444336,4.0,1000.0,6.0,4.0
56,Nonlinear,4.072005599614458,3.2087881312842272,4.0,6.0,7.9969903382396765,8.0,3.7901926040649414,4.0,1000.0,8.0,4.0
57,Nonlinear,6.651954157324809,6.492021517458301,6.0,8.0,12.08007992969044,12.0,5.839824199676514,6.0,1000.0,36.0,6.0
58,Nonlinear,9.375626655657875,11.13269144589997,9.0,11.0,16.28673037315972,16.0,7.832454681396484,8.0,1000.0,64.0,8.0
59,Nonlinear,13.40724892960821,17.21065800139031,13.0,18.0,23.433147570195768,24.0,12.336819648742676,12.0,1000.0,72.0,12.0
60,Spiral,1.761372844458463,1.6069058351858152,1.0,1.0,2.056615039765713,2.0,1.0110836029052734,1.0,1000.0,3.0,1.0
